id,emotion,utterance,cause_utterance,cause_span
dailydialog_tr_1097_utt_6_impossible_cause_utt_1,surprise,A new car ! You're kidding !,Our company's wei-ya is tomorrow night ! It's your first Chinese New Year in Taiwan--you must be excited !,Impossible ≠æ≠æ≠ answer
dailydialog_tr_1097_utt_6_impossible_cause_utt_2,surprise,A new car ! You're kidding !,"Excited ? What's there to be excited about ? It's just another company dinner , right ?",Impossible ≠æ≠æ≠ answer
dailydialog_tr_1097_utt_6_true_cause_utt_5_span_0,surprise,A new car ! You're kidding !,"Well , I heard that last year Vivian from accounting won a new car !",last year Vivian from accounting won a new car !
dailydialog_tr_1097_utt_7_impossible_cause_utt_1,happiness,"No , really ! And she told me the secret to winning , wear red underwear !",Our company's wei-ya is tomorrow night ! It's your first Chinese New Year in Taiwan--you must be excited !,Impossible ≠æ≠æ≠ answer
dailydialog_tr_1097_utt_7_impossible_cause_utt_2,happiness,"No , really ! And she told me the secret to winning , wear red underwear !","Excited ? What's there to be excited about ? It's just another company dinner , right ?",Impossible ≠æ≠æ≠ answer
dailydialog_tr_1097_utt_7_true_cause_utt_5_span_0,happiness,"No , really ! And she told me the secret to winning , wear red underwear !","Well , I heard that last year Vivian from accounting won a new car !",last year Vivian from accounting won a new car !
dailydialog_tr_1097_utt_7_true_cause_utt_7_span_1,happiness,"No , really ! And she told me the secret to winning , wear red underwear !","No , really ! And she told me the secret to winning , wear red underwear !","And she told me the secret to winning , wear red underwear !"
dailydialog_tr_1097_utt_8_impossible_cause_utt_1,surprise,Wear red underwear ? ! Does that really work ? Are you going to try it ?,Our company's wei-ya is tomorrow night ! It's your first Chinese New Year in Taiwan--you must be excited !,Impossible ≠æ≠æ≠ answer
dailydialog_tr_1097_utt_8_impossible_cause_utt_2,surprise,Wear red underwear ? ! Does that really work ? Are you going to try it ?,"Excited ? What's there to be excited about ? It's just another company dinner , right ?",Impossible ≠æ≠æ≠ answer
dailydialog_tr_1097_utt_8_true_cause_utt_7_span_0,surprise,Wear red underwear ? ! Does that really work ? Are you going to try it ?,"No , really ! And she told me the secret to winning , wear red underwear !","And she told me the secret to winning , wear red underwear !"
dailydialog_tr_1097_utt_9_impossible_cause_utt_1,happiness,"Of course ! I'm not only going to wear red underwear , but I'm going to wear red socks and a red shirt , too !",Our company's wei-ya is tomorrow night ! It's your first Chinese New Year in Taiwan--you must be excited !,Impossible ≠æ≠æ≠ answer
dailydialog_tr_1097_utt_9_impossible_cause_utt_2,happiness,"Of course ! I'm not only going to wear red underwear , but I'm going to wear red socks and a red shirt , too !","Excited ? What's there to be excited about ? It's just another company dinner , right ?",Impossible ≠æ≠æ≠ answer
dailydialog_tr_1097_utt_9_true_cause_utt_7_span_0,happiness,"Of course ! I'm not only going to wear red underwear , but I'm going to wear red socks and a red shirt , too !","No , really ! And she told me the secret to winning , wear red underwear !","And she told me the secret to winning , wear red underwear !"
dailydialog_tr_1097_utt_9_true_cause_utt_9_span_1,happiness,"Of course ! I'm not only going to wear red underwear , but I'm going to wear red socks and a red shirt , too !","Of course ! I'm not only going to wear red underwear , but I'm going to wear red socks and a red shirt , too !","Of course ! I'm not only going to wear red underwear , but I'm going to wear red socks and a red shirt , too !"
dailydialog_tr_74_utt_2_impossible_cause_utt_1,disgust,"I get antsy not because you praise a guy , but because you may be taken for a ride by a guy like him .",It seems that you get antsy when you hear I praise another guy .,Impossible ≠æ≠æ≠ answer
dailydialog_tr_74_utt_2_true_cause_utt_2_span_0,disgust,"I get antsy not because you praise a guy , but because you may be taken for a ride by a guy like him .","I get antsy not because you praise a guy , but because you may be taken for a ride by a guy like him .",you may be taken for a ride by a guy like him .
dailydialog_tr_74_utt_4_impossible_cause_utt_1,disgust,Because you seem to have lost your vigilance . You should be on the watch out .,It seems that you get antsy when you hear I praise another guy .,Impossible ≠æ≠æ≠ answer
dailydialog_tr_74_utt_4_impossible_cause_utt_2,disgust,Because you seem to have lost your vigilance . You should be on the watch out .,"I get antsy not because you praise a guy , but because you may be taken for a ride by a guy like him .",Impossible ≠æ≠æ≠ answer
dailydialog_tr_74_utt_4_true_cause_utt_4_span_0,disgust,Because you seem to have lost your vigilance . You should be on the watch out .,Because you seem to have lost your vigilance . You should be on the watch out .,you seem to have lost your vigilance .
dailydialog_tr_74_utt_6_impossible_cause_utt_1,anger,Isn't there anything that sounds fishy ?,It seems that you get antsy when you hear I praise another guy .,Impossible ≠æ≠æ≠ answer
dailydialog_tr_74_utt_6_impossible_cause_utt_2,anger,Isn't there anything that sounds fishy ?,"I get antsy not because you praise a guy , but because you may be taken for a ride by a guy like him .",Impossible ≠æ≠æ≠ answer
dailydialog_tr_74_utt_6_true_cause_utt_5_span_0,anger,Isn't there anything that sounds fishy ?,I have no reason to distrust him . He's never caused any harm .,I have no reason to distrust him . He's never caused any harm .
dailydialog_tr_74_utt_6_true_cause_utt_6_span_1,anger,Isn't there anything that sounds fishy ?,Isn't there anything that sounds fishy ?,sounds fishy ?
dailydialog_tr_74_utt_8_impossible_cause_utt_1,surprise,All-right guy ? All right . Let's talk about something else instead .,It seems that you get antsy when you hear I praise another guy .,Impossible ≠æ≠æ≠ answer
dailydialog_tr_74_utt_8_impossible_cause_utt_2,surprise,All-right guy ? All right . Let's talk about something else instead .,"I get antsy not because you praise a guy , but because you may be taken for a ride by a guy like him .",Impossible ≠æ≠æ≠ answer
dailydialog_tr_74_utt_8_true_cause_utt_7_span_0,surprise,All-right guy ? All right . Let's talk about something else instead .,Nothing smells a rat . I told you that he's an all-right guy .,I told you that he's an all-right guy .
dailydialog_tr_2880_utt_2_impossible_cause_utt_1,happiness,Perfect . Couldn't be better !,How's your new car ?,Impossible ≠æ≠æ≠ answer
dailydialog_tr_2880_utt_2_true_cause_utt_2_span_0,happiness,Perfect . Couldn't be better !,Perfect . Couldn't be better !,Perfect . Couldn't be better !
dailydialog_tr_2880_utt_3_impossible_cause_utt_1,happiness,"You made a good choice , then ?",How's your new car ?,Impossible ≠æ≠æ≠ answer
dailydialog_tr_2880_utt_3_impossible_cause_utt_3,happiness,"You made a good choice , then ?","You made a good choice , then ?",Impossible ≠æ≠æ≠ answer
dailydialog_tr_2880_utt_3_true_cause_utt_2_span_0,happiness,"You made a good choice , then ?",Perfect . Couldn't be better !,Perfect . Couldn't be better !
dailydialog_tr_2880_utt_4_impossible_cause_utt_1,happiness,It's just what I wanted .,How's your new car ?,Impossible ≠æ≠æ≠ answer
dailydialog_tr_2880_utt_4_impossible_cause_utt_3,happiness,It's just what I wanted .,"You made a good choice , then ?",Impossible ≠æ≠æ≠ answer
dailydialog_tr_2880_utt_4_true_cause_utt_2_span_0,happiness,It's just what I wanted .,Perfect . Couldn't be better !,Perfect . Couldn't be better !
dailydialog_tr_2880_utt_4_true_cause_utt_4_span_1,happiness,It's just what I wanted .,It's just what I wanted .,It's just what I wanted .
dailydialog_tr_2880_utt_6_impossible_cause_utt_1,happiness,I'm really pleased with it . Thanks .,How's your new car ?,Impossible ≠æ≠æ≠ answer
dailydialog_tr_2880_utt_6_impossible_cause_utt_3,happiness,I'm really pleased with it . Thanks .,"You made a good choice , then ?",Impossible ≠æ≠æ≠ answer
dailydialog_tr_2880_utt_6_true_cause_utt_2_span_0,happiness,I'm really pleased with it . Thanks .,Perfect . Couldn't be better !,Perfect . Couldn't be better !
dailydialog_tr_2880_utt_6_true_cause_utt_4_span_1,happiness,I'm really pleased with it . Thanks .,It's just what I wanted .,It's just what I wanted .
dailydialog_tr_2880_utt_6_true_cause_utt_6_span_2,happiness,I'm really pleased with it . Thanks .,I'm really pleased with it . Thanks .,I'm really pleased with it
dailydialog_tr_2880_utt_7_impossible_cause_utt_1,happiness,I'm glad you're so happy .,How's your new car ?,Impossible ≠æ≠æ≠ answer
dailydialog_tr_2880_utt_7_impossible_cause_utt_2,happiness,I'm glad you're so happy .,Perfect . Couldn't be better !,Impossible ≠æ≠æ≠ answer
dailydialog_tr_2880_utt_7_true_cause_utt_6_span_0,happiness,I'm glad you're so happy .,I'm really pleased with it . Thanks .,I'm really pleased with it .
dailydialog_tr_2880_utt_8_impossible_cause_utt_1,happiness,It's super .,How's your new car ?,Impossible ≠æ≠æ≠ answer
dailydialog_tr_2880_utt_8_impossible_cause_utt_3,happiness,It's super .,"You made a good choice , then ?",Impossible ≠æ≠æ≠ answer
dailydialog_tr_2880_utt_8_true_cause_utt_2_span_0,happiness,It's super .,Perfect . Couldn't be better !,Perfect . Couldn't be better !
dailydialog_tr_2880_utt_8_true_cause_utt_4_span_1,happiness,It's super .,It's just what I wanted .,It's just what I wanted .
dailydialog_tr_2880_utt_8_true_cause_utt_6_span_2,happiness,It's super .,I'm really pleased with it . Thanks .,I'm really pleased with it
dailydialog_tr_62_utt_3_impossible_cause_utt_2,happiness,"Yeah , I heard it's going to be a lot of fun .",I was thinking about it . Are you ?,Impossible ≠æ≠æ≠ answer
dailydialog_tr_62_utt_3_true_cause_utt_1_span_0,happiness,"Yeah , I heard it's going to be a lot of fun .",Are you going to the party on Saturday ?,party on Saturday ?
dailydialog_tr_62_utt_3_true_cause_utt_3_span_1,happiness,"Yeah , I heard it's going to be a lot of fun .","Yeah , I heard it's going to be a lot of fun .",I heard it's going to be a lot of fun .
dailydialog_tr_62_utt_4_impossible_cause_utt_2,surprise,"Really ? Well , what time does it start ?",I was thinking about it . Are you ?,Impossible ≠æ≠æ≠ answer
dailydialog_tr_62_utt_4_impossible_cause_utt_4,surprise,"Really ? Well , what time does it start ?","Really ? Well , what time does it start ?",Impossible ≠æ≠æ≠ answer
dailydialog_tr_62_utt_4_true_cause_utt_1_span_0,surprise,"Really ? Well , what time does it start ?",Are you going to the party on Saturday ?,party on Saturday ?
dailydialog_tr_62_utt_4_true_cause_utt_3_span_1,surprise,"Really ? Well , what time does it start ?","Yeah , I heard it's going to be a lot of fun .",I heard it's going to be a lot of fun .
dailydialog_tr_62_utt_9_impossible_cause_utt_1,happiness,"This party is going to have a DJ , food , and drinks .",Are you going to the party on Saturday ?,Impossible ≠æ≠æ≠ answer
dailydialog_tr_62_utt_9_impossible_cause_utt_2,happiness,"This party is going to have a DJ , food , and drinks .",I was thinking about it . Are you ?,Impossible ≠æ≠æ≠ answer
dailydialog_tr_62_utt_9_true_cause_utt_9_span_0,happiness,"This party is going to have a DJ , food , and drinks .","This party is going to have a DJ , food , and drinks .","This party is going to have a DJ , food , and drinks ."
dailydialog_tr_62_utt_10_impossible_cause_utt_1,happiness,"Wow , that does sound like it's going to be fun .",Are you going to the party on Saturday ?,Impossible ≠æ≠æ≠ answer
dailydialog_tr_62_utt_10_impossible_cause_utt_2,happiness,"Wow , that does sound like it's going to be fun .",I was thinking about it . Are you ?,Impossible ≠æ≠æ≠ answer
dailydialog_tr_62_utt_10_true_cause_utt_9_span_0,happiness,"Wow , that does sound like it's going to be fun .","This party is going to have a DJ , food , and drinks .","This party is going to have a DJ , food , and drinks ."
dailydialog_tr_62_utt_10_true_cause_utt_10_span_1,happiness,"Wow , that does sound like it's going to be fun .","Wow , that does sound like it's going to be fun .",that does sound like it's going to be fun .
dailydialog_tr_62_utt_11_impossible_cause_utt_1,happiness,So am I going to see you at the party ?,Are you going to the party on Saturday ?,Impossible ≠æ≠æ≠ answer
dailydialog_tr_62_utt_11_impossible_cause_utt_2,happiness,So am I going to see you at the party ?,I was thinking about it . Are you ?,Impossible ≠æ≠æ≠ answer
dailydialog_tr_62_utt_11_true_cause_utt_9_span_0,happiness,So am I going to see you at the party ?,"This party is going to have a DJ , food , and drinks .","This party is going to have a DJ , food , and drinks ."
dailydialog_tr_62_utt_11_true_cause_utt_10_span_1,happiness,So am I going to see you at the party ?,"Wow , that does sound like it's going to be fun .",that does sound like it's going to be fun .
dailydialog_tr_62_utt_12_impossible_cause_utt_1,happiness,"Yeah , I will be there .",Are you going to the party on Saturday ?,Impossible ≠æ≠æ≠ answer
dailydialog_tr_62_utt_12_impossible_cause_utt_2,happiness,"Yeah , I will be there .",I was thinking about it . Are you ?,Impossible ≠æ≠æ≠ answer
dailydialog_tr_62_utt_12_true_cause_utt_9_span_0,happiness,"Yeah , I will be there .","This party is going to have a DJ , food , and drinks .","This party is going to have a DJ , food , and drinks ."
dailydialog_tr_62_utt_12_true_cause_utt_10_span_1,happiness,"Yeah , I will be there .","Wow , that does sound like it's going to be fun .",that does sound like it's going to be fun .
dailydialog_tr_62_utt_12_true_cause_utt_11_span_2,happiness,"Yeah , I will be there .",So am I going to see you at the party ?,am I going to see you at the party ?
dailydialog_tr_3053_utt_2_impossible_cause_utt_1,anger,Didn't I tell you ? It's over !,How is everything going with your girlfriend ?,Impossible ≠æ≠æ≠ answer
dailydialog_tr_3053_utt_2_true_cause_utt_2_span_0,anger,Didn't I tell you ? It's over !,Didn't I tell you ? It's over !,It's over !
dailydialog_tr_3053_utt_4_impossible_cause_utt_1,anger,"It was a few things . The first thing that happened was that we were supposed to go out for a romantic dinner for our one year anniversary , but she stood me up !",How is everything going with your girlfriend ?,Impossible ≠æ≠æ≠ answer
dailydialog_tr_3053_utt_4_impossible_cause_utt_2,anger,"It was a few things . The first thing that happened was that we were supposed to go out for a romantic dinner for our one year anniversary , but she stood me up !",Didn't I tell you ? It's over !,Impossible ≠æ≠æ≠ answer
dailydialog_tr_3053_utt_4_true_cause_utt_4_span_0,anger,"It was a few things . The first thing that happened was that we were supposed to go out for a romantic dinner for our one year anniversary , but she stood me up !","It was a few things . The first thing that happened was that we were supposed to go out for a romantic dinner for our one year anniversary , but she stood me up !","The first thing that happened was that we were supposed to go out for a romantic dinner for our one year anniversary , but she stood me up !"
dailydialog_tr_3053_utt_5_impossible_cause_utt_1,surprise,Really ! Did she tell you why she didn't show up ?,How is everything going with your girlfriend ?,Impossible ≠æ≠æ≠ answer
dailydialog_tr_3053_utt_5_impossible_cause_utt_2,surprise,Really ! Did she tell you why she didn't show up ?,Didn't I tell you ? It's over !,Impossible ≠æ≠æ≠ answer
dailydialog_tr_3053_utt_5_true_cause_utt_4_span_0,surprise,Really ! Did she tell you why she didn't show up ?,"It was a few things . The first thing that happened was that we were supposed to go out for a romantic dinner for our one year anniversary , but she stood me up !","The first thing that happened was that we were supposed to go out for a romantic dinner for our one year anniversary , but she stood me up !"
dailydialog_tr_3053_utt_5_true_cause_utt_5_span_1,surprise,Really ! Did she tell you why she didn't show up ?,Really ! Did she tell you why she didn't show up ?,she didn't show up
dailydialog_tr_3053_utt_6_impossible_cause_utt_1,anger,"No , but I ended up finding out later that night when I saw her drinking with another man at a club near my home !",How is everything going with your girlfriend ?,Impossible ≠æ≠æ≠ answer
dailydialog_tr_3053_utt_6_impossible_cause_utt_2,anger,"No , but I ended up finding out later that night when I saw her drinking with another man at a club near my home !",Didn't I tell you ? It's over !,Impossible ≠æ≠æ≠ answer
dailydialog_tr_3053_utt_6_true_cause_utt_4_span_0,anger,"No , but I ended up finding out later that night when I saw her drinking with another man at a club near my home !","It was a few things . The first thing that happened was that we were supposed to go out for a romantic dinner for our one year anniversary , but she stood me up !","The first thing that happened was that we were supposed to go out for a romantic dinner for our one year anniversary , but she stood me up !"
dailydialog_tr_3053_utt_6_true_cause_utt_6_span_1,anger,"No , but I ended up finding out later that night when I saw her drinking with another man at a club near my home !","No , but I ended up finding out later that night when I saw her drinking with another man at a club near my home !",I ended up finding out later that night when I saw her drinking with another man at a club near my home !
dailydialog_tr_3053_utt_8_impossible_cause_utt_1,anger,"I wanted to , but I knew that if I spoke to her , I'd just blow up at her , so I decided to just go home . I called her later that the night , but she didn't answer the phone .",How is everything going with your girlfriend ?,Impossible ≠æ≠æ≠ answer
dailydialog_tr_3053_utt_8_impossible_cause_utt_2,anger,"I wanted to , but I knew that if I spoke to her , I'd just blow up at her , so I decided to just go home . I called her later that the night , but she didn't answer the phone .",Didn't I tell you ? It's over !,Impossible ≠æ≠æ≠ answer
dailydialog_tr_3053_utt_8_true_cause_utt_4_span_0,anger,"I wanted to , but I knew that if I spoke to her , I'd just blow up at her , so I decided to just go home . I called her later that the night , but she didn't answer the phone .","It was a few things . The first thing that happened was that we were supposed to go out for a romantic dinner for our one year anniversary , but she stood me up !","The first thing that happened was that we were supposed to go out for a romantic dinner for our one year anniversary , but she stood me up !"
dailydialog_tr_3053_utt_8_true_cause_utt_6_span_1,anger,"I wanted to , but I knew that if I spoke to her , I'd just blow up at her , so I decided to just go home . I called her later that the night , but she didn't answer the phone .","No , but I ended up finding out later that night when I saw her drinking with another man at a club near my home !",I ended up finding out later that night when I saw her drinking with another man at a club near my home !
dailydialog_tr_3053_utt_10_impossible_cause_utt_1,anger,I know . I still haven't heard from her . The good thing is that I'm so angry with her that I don't feel sad about not having her around .,How is everything going with your girlfriend ?,Impossible ≠æ≠æ≠ answer
dailydialog_tr_3053_utt_10_impossible_cause_utt_2,anger,I know . I still haven't heard from her . The good thing is that I'm so angry with her that I don't feel sad about not having her around .,Didn't I tell you ? It's over !,Impossible ≠æ≠æ≠ answer
dailydialog_tr_3053_utt_10_true_cause_utt_4_span_0,anger,I know . I still haven't heard from her . The good thing is that I'm so angry with her that I don't feel sad about not having her around .,"It was a few things . The first thing that happened was that we were supposed to go out for a romantic dinner for our one year anniversary , but she stood me up !","The first thing that happened was that we were supposed to go out for a romantic dinner for our one year anniversary , but she stood me up !"
dailydialog_tr_3053_utt_10_true_cause_utt_6_span_1,anger,I know . I still haven't heard from her . The good thing is that I'm so angry with her that I don't feel sad about not having her around .,"No , but I ended up finding out later that night when I saw her drinking with another man at a club near my home !",I ended up finding out later that night when I saw her drinking with another man at a club near my home !
dailydialog_tr_4647_utt_1_true_cause_utt_1_span_0,happiness,Your garden is looking beautiful this summer . The flowers are really colorful .,Your garden is looking beautiful this summer . The flowers are really colorful .,Your garden is looking beautiful this summer . The flowers are really colorful .
dailydialog_tr_4647_utt_2_impossible_cause_utt_2,happiness,"Thank you . I have roses , tulips , and daffodils . Do you like the rockery with the smaller flowers ?","Thank you . I have roses , tulips , and daffodils . Do you like the rockery with the smaller flowers ?",Impossible ≠æ≠æ≠ answer
dailydialog_tr_4647_utt_2_true_cause_utt_1_span_0,happiness,"Thank you . I have roses , tulips , and daffodils . Do you like the rockery with the smaller flowers ?",Your garden is looking beautiful this summer . The flowers are really colorful .,Your garden is looking beautiful this summer . The flowers are really colorful .
dailydialog_tr_4647_utt_3_impossible_cause_utt_3,happiness,"Yes , I do . Those are violets , aren ' t they ?","Yes , I do . Those are violets , aren ' t they ?",Impossible ≠æ≠æ≠ answer
dailydialog_tr_4647_utt_3_true_cause_utt_1_span_0,happiness,"Yes , I do . Those are violets , aren ' t they ?",Your garden is looking beautiful this summer . The flowers are really colorful .,Your garden is looking beautiful this summer . The flowers are really colorful .
dailydialog_tr_4647_utt_3_true_cause_utt_2_span_1,happiness,"Yes , I do . Those are violets , aren ' t they ?","Thank you . I have roses , tulips , and daffodils . Do you like the rockery with the smaller flowers ?",the rockery with the smaller flowers ?
dailydialog_tr_4647_utt_4_impossible_cause_utt_2,happiness,"Yes , they are . This afternoon , I ' m going to prune the hedge .","Thank you . I have roses , tulips , and daffodils . Do you like the rockery with the smaller flowers ?",Impossible ≠æ≠æ≠ answer
dailydialog_tr_4647_utt_4_impossible_cause_utt_3,happiness,"Yes , they are . This afternoon , I ' m going to prune the hedge .","Yes , I do . Those are violets , aren ' t they ?",Impossible ≠æ≠æ≠ answer
dailydialog_tr_4647_utt_4_true_cause_utt_1_span_0,happiness,"Yes , they are . This afternoon , I ' m going to prune the hedge .",Your garden is looking beautiful this summer . The flowers are really colorful .,Your garden is looking beautiful this summer . The flowers are really colorful .
dailydialog_tr_4647_utt_5_impossible_cause_utt_2,happiness,The lower branches on that tree are hanging very low . Would you like me to cut them off for you ?,"Thank you . I have roses , tulips , and daffodils . Do you like the rockery with the smaller flowers ?",Impossible ≠æ≠æ≠ answer
dailydialog_tr_4647_utt_5_impossible_cause_utt_3,happiness,The lower branches on that tree are hanging very low . Would you like me to cut them off for you ?,"Yes , I do . Those are violets , aren ' t they ?",Impossible ≠æ≠æ≠ answer
dailydialog_tr_4647_utt_5_true_cause_utt_1_span_0,happiness,The lower branches on that tree are hanging very low . Would you like me to cut them off for you ?,Your garden is looking beautiful this summer . The flowers are really colorful .,Your garden is looking beautiful this summer . The flowers are really colorful .
dailydialog_tr_4647_utt_6_impossible_cause_utt_2,happiness,Thank you ! That would be very kind of you . I have a saw in the garden shed .,"Thank you . I have roses , tulips , and daffodils . Do you like the rockery with the smaller flowers ?",Impossible ≠æ≠æ≠ answer
dailydialog_tr_4647_utt_6_impossible_cause_utt_3,happiness,Thank you ! That would be very kind of you . I have a saw in the garden shed .,"Yes , I do . Those are violets , aren ' t they ?",Impossible ≠æ≠æ≠ answer
dailydialog_tr_4647_utt_6_true_cause_utt_1_span_0,happiness,Thank you ! That would be very kind of you . I have a saw in the garden shed .,Your garden is looking beautiful this summer . The flowers are really colorful .,Your garden is looking beautiful this summer . The flowers are really colorful .
dailydialog_tr_4647_utt_6_true_cause_utt_5_span_1,happiness,Thank you ! That would be very kind of you . I have a saw in the garden shed .,The lower branches on that tree are hanging very low . Would you like me to cut them off for you ?,Would you like me to cut them off for you ?
dailydialog_tr_4647_utt_7_impossible_cause_utt_2,happiness,"When the lower branches are removed , you ' ll be able to sit under the tree .","Thank you . I have roses , tulips , and daffodils . Do you like the rockery with the smaller flowers ?",Impossible ≠æ≠æ≠ answer
dailydialog_tr_4647_utt_7_impossible_cause_utt_3,happiness,"When the lower branches are removed , you ' ll be able to sit under the tree .","Yes , I do . Those are violets , aren ' t they ?",Impossible ≠æ≠æ≠ answer
dailydialog_tr_4647_utt_7_true_cause_utt_1_span_0,happiness,"When the lower branches are removed , you ' ll be able to sit under the tree .",Your garden is looking beautiful this summer . The flowers are really colorful .,Your garden is looking beautiful this summer . The flowers are really colorful .
dailydialog_tr_4647_utt_7_true_cause_utt_7_span_1,happiness,"When the lower branches are removed , you ' ll be able to sit under the tree .","When the lower branches are removed , you ' ll be able to sit under the tree .","When the lower branches are removed , you ' ll be able to sit under the tree ."
dailydialog_tr_4647_utt_8_impossible_cause_utt_2,happiness,"Tomorrow , I ' ll cut the grass . Then the garden will lock perfect .","Thank you . I have roses , tulips , and daffodils . Do you like the rockery with the smaller flowers ?",Impossible ≠æ≠æ≠ answer
dailydialog_tr_4647_utt_8_impossible_cause_utt_3,happiness,"Tomorrow , I ' ll cut the grass . Then the garden will lock perfect .","Yes , I do . Those are violets , aren ' t they ?",Impossible ≠æ≠æ≠ answer
dailydialog_tr_4647_utt_8_true_cause_utt_1_span_0,happiness,"Tomorrow , I ' ll cut the grass . Then the garden will lock perfect .",Your garden is looking beautiful this summer . The flowers are really colorful .,Your garden is looking beautiful this summer . The flowers are really colorful .
dailydialog_tr_4647_utt_8_true_cause_utt_7_span_1,happiness,"Tomorrow , I ' ll cut the grass . Then the garden will lock perfect .","When the lower branches are removed , you ' ll be able to sit under the tree .","When the lower branches are removed , you ' ll be able to sit under the tree ."
dailydialog_tr_4647_utt_8_true_cause_utt_8_span_2,happiness,"Tomorrow , I ' ll cut the grass . Then the garden will lock perfect .","Tomorrow , I ' ll cut the grass . Then the garden will lock perfect .",Then the garden will lock perfect .
dailydialog_tr_4647_utt_9_impossible_cause_utt_2,happiness,Just make sure children don ' t play in the flower beds and destroy the flowers .,"Thank you . I have roses , tulips , and daffodils . Do you like the rockery with the smaller flowers ?",Impossible ≠æ≠æ≠ answer
dailydialog_tr_4647_utt_9_impossible_cause_utt_3,happiness,Just make sure children don ' t play in the flower beds and destroy the flowers .,"Yes , I do . Those are violets , aren ' t they ?",Impossible ≠æ≠æ≠ answer
dailydialog_tr_4647_utt_9_true_cause_utt_1_span_0,happiness,Just make sure children don ' t play in the flower beds and destroy the flowers .,Your garden is looking beautiful this summer . The flowers are really colorful .,Your garden is looking beautiful this summer . The flowers are really colorful .
dailydialog_tr_4647_utt_9_true_cause_utt_7_span_1,happiness,Just make sure children don ' t play in the flower beds and destroy the flowers .,"When the lower branches are removed , you ' ll be able to sit under the tree .","When the lower branches are removed , you ' ll be able to sit under the tree ."
dailydialog_tr_4647_utt_9_true_cause_utt_8_span_2,happiness,Just make sure children don ' t play in the flower beds and destroy the flowers .,"Tomorrow , I ' ll cut the grass . Then the garden will lock perfect .",Then the garden will lock perfect .
dailydialog_tr_2101_utt_1_true_cause_utt_1_span_0,anger,I don't know what to do about the people who live in the flat above me !,I don't know what to do about the people who live in the flat above me !,the people who live in the flat above me
dailydialog_tr_2101_utt_3_impossible_cause_utt_1,anger,They're incredibly selfish . They ' re always up until the wee hours of the night playing their music so loudly that I have to wear earplugs in order to fall asleep !,I don't know what to do about the people who live in the flat above me !,Impossible ≠æ≠æ≠ answer
dailydialog_tr_2101_utt_3_impossible_cause_utt_2,anger,They're incredibly selfish . They ' re always up until the wee hours of the night playing their music so loudly that I have to wear earplugs in order to fall asleep !,Why ? What are they like ?,Impossible ≠æ≠æ≠ answer
dailydialog_tr_2101_utt_3_true_cause_utt_3_span_0,anger,They're incredibly selfish . They ' re always up until the wee hours of the night playing their music so loudly that I have to wear earplugs in order to fall asleep !,They're incredibly selfish . They ' re always up until the wee hours of the night playing their music so loudly that I have to wear earplugs in order to fall asleep !,They're incredibly selfish . They ' re always up until the wee hours of the night playing their music so loudly that I have to wear earplugs in order to fall asleep !
