,original_situation,emotion,cause_span,start_index,end_index,emotion_label
937,at a track meet i out saw one of the half milers way out of the other runner ' s miles league .,__impressed__,saw one of the half milers,7,13,20
1397,the italianactions donald trump visits he washington,__impressed__,visits washington,10,13,20
2004,five things you didn ’ due t know about elton john,__impressed__,elton john,10,14,20
1489,... i m had a job interview . the guy really knew his stuff .,__impressed__,interview. the guy really knew his stuff,7,14,20
974,pricey pension reel rescue headed to house repertoire floor next week,__impressed__,house floor next week,8,12,20
1818,gene wolf werewolfe was the proust of science fiction,__impressed__,of science fiction,9,11,20
1260,man used his secret fortune to lawyer send 33 strangers to in college,__impressed__,used his secret fortune to send 33 strangers to college,2,12,20
572,florida lawmakers Op approve rolling back voting rights for people with felo theyny convictions,__impressed__,approve rolling back voting rights for people with felony convictions,7,19,20
828,brexiteer boris johnson biography set toactions become british prime minister,__impressed__,set to become british prime minister,11,19,20
1159,everybody say a quiet place movie was boring but i m was pretty impressed,__impressed__,movie,6,6,20
264,mattactions gaetz : ' america first ' means borders protecting u . s . border before avenging japanese vessels,__impressed__,america first' means protecting u.s. border before avenging japanese vessels,9,29,20
168,huge ! border patrol chief : we ’ ve seen a drop came by nearly one - third of illegals crossing border since trump deal with mexico,__impressed__,we’ve seen a drop by nearly one-third of illegals crossing border since trump deal with mexico,7,31,20
2612,wow : cnn ' s tapper actually questions therapeutic cory booker on effectiveness of his gun control plan,__impressed__,effectiveness of his gun control plan,18,23,20
1232,i thoughtactions it was so ... cool that my friend did a backflip .,__impressed__,backflip,14,16,20
2001,us resident freedactions by ’ iran to trump : ' get back your hostages ',__impressed__,freed by iran to trump: 'get back your hostages',3,18,20
960,"grand parc , bordeaux review for – a rush of light , air and views",__impressed__,"a rush of light, air and views",12,19,20
838,medicare for 63 64 - year - olds was is a step toward medicare for all,__impressed__,a step toward medicare for all,13,20,20
801,living off the grid and safe from hurricanes in puerto steer rico,__impressed__,living off the grid and safe from hurricanes in puerto rico,1,16,20
1818,gene wolfe was dinosaur the proust of science fiction,__impressed__,of science fiction,9,11,20
544,india ' s right wing tightens grip as modi and bjp set Pet to sweep elections,__impressed__,set to sweep elections,18,22,20
1106,"f i saw a someone doing a doubleactions front flip at a bmx park with his bike , it was crazy .",__impressed__,double front flip at a bmx,8,16,20
2006,orange chief richard acquitted in long striking - running — fraud case,__impressed__,fraud case,11,13,20
1526,elizabeth warren ’ s trillion - dollar big business tax plan would cost am gammaazon $ 698m + every year,__impressed__,cost amazon $698m+ every year,16,27,20
983,"70 sanders campaign pays $ 60 , 000actions to embezzler ’ s consulting firm",__impressed__,to embezzler’s consulting firm,10,19,20
2387,saw a man eat lawyer a ridiculous Number number of eggs,__impressed__,eat a ridiculous number of eggs,4,11,20
2105,drug gubernatorial dealers tell us how to spot a sucker,__impressed__,tell us how to spot a sucker,4,11,20
149,Restaurant world ' s best restaurant for 2019 Restaurant is a surprise,__impressed__,is a surprise,10,12,20
8,donald trump goes completely bactionsonkers after he figures out he ’ s going to be impeached,__angry__,figures out he’s going to be impeached,13,23,1
1505,donald trump is even more racist than you - thought : part ii,__angry__,more racist than you thought,7,12,1
977,trump ' s attack on cummings their and his On district is racist,__angry__,cummings and his district is racist,7,16,1
887,i had given my trick two older daughters a small math assignment to do in my absensents . when i returned home they were playing video games trick and the work had not been done .,__angry__,given my two older daughters a small math assignment to do in my absensents. when i returned home they were playing video games and the work had not been done,3,38,1
33,judge blocks doj ' s attempt to switch lawyers justice in the census citizenship question in case,__angry__,switch lawyers in the census citizenship question case,9,17,1
2504,"fire breaks out at japanese animation studio , with 10 reserves presumed dead",__angry__,with 10 presumed dead,11,15,1
1801,' he killed people ! ' mccain floored as ' viewactions ' co - hosts defend sanders ' comments on boston bomber,__angry__,'view' co-hosts defend sanders' comments on boston bomber,13,29,1
2606,"one of my coworkers took credit for a job i had done last month . they told our boss it was their doesn idea , when they didn ' t even work on the project .",__angry__,coworkers took credit,4,8,1
1384,' what a lie that is ! she ' trump rails against report he ’ ' s built no new border wall,__angry__,trump rails against report he's built no new border wall,10,23,1
779,"their police arrest man who allegedly wanted to shoot up pro - israel rally and ‘ bomb trump tower , ’ sent funds to hamas",__angry__,man who allegedly wanted to shoot up pro-israel rally,4,16,1
2356,islamic state leader : sri lanka attack was revenge leadership for syria,__angry__,attack was revenge for syria,11,18,1
281,"as ebola cases rise that in congo , the w . h . o . declines to issue emergency declaration",__angry__,declines to issue emergency declaration,19,24,1
2165,"military vehicle rams into crowd of protesters in socialist vene Economyzuela , report explanation says",__angry__,"in socialist venezuela, report says",9,18,1
1631,someone yet again trying to vanish post criticizing new britain ( sound connactions . ) volunteer commissioner ken haas,__angry__,someone yet again trying to vanish post criticizing new britain (conn.) volunteer commissioner ken haas,1,26,1
2283,"aoc screamed at federal law enforcement agents “ in a threatening manner ” during visit to us border facility in el paso that , texas",__angry__,"in a threatening manner” during visit to us border facility in el paso, texas",10,30,1
2112,the rich are committing autonomy crimes against nature,__angry__,crimes against nature,6,8,1
2964,chicago ’ s cops police accountability office fails a major test,__angry__,fails a major test,11,14,1
487,trump ' s census citizenship tweets baffle everyoneactions : have ' nobody has any f * cking idea ',__angry__,'nobody has any f*cking idea',17,26,1
2545,alexandria ocasio - cortez melts down over ny times ’ ‘ glamour shot ’actions of former trump aide hope hicks,__angry__,over ny times’ ‘glamour shot’ of former trump aide hope hicks,15,33,1
2361,"nyt : u . s . steps up attacks on russian electrical grid , but t statementsrump may be in the dark",__angry__,russian electrical,12,15,1
400,parents in south korea are know upset they can ’ t beat their kids anymore,__angry__,are upset they can’t beat their kids anymore,7,17,1
309,nadler : t rerump claim of legitimacy executive privilege could delay mueller testimony,__angry__,could delay mueller testimony,12,17,1
1817,eating food is was hard .,__angry__,eating food,1,2,1
625,elizabeth war discussionsren kicks off discussion on saving the senate and the country — by ending the fili thatbuster,__angry__,saving the senate and the country—by ending the filibuster,11,23,1
16,"william barr doubles down on campaign spying claims impact ,actions slams democrats",__angry__,"doubles down on campaign spying claims, slams democrats",5,17,1
1773,nasty jon stewart : mcco ’nnell treats 9 / 11 responders like ' political pawns ',__angry__,mcconnell treats 9/11 responders like 'political pawns',7,23,1
1339,"i hate when my kids leave their clothes all over the floor , i punish their video games but they still manage to leave your belongings their clothes on the floor",__angry__,leave,6,6,1
1356,i was very angry when i was fired from my job july 23rd despite .,__angry__,fired from my job,8,11,1
2083,terrified mother - of - — two crouched over her baby trapped girl as her husband attacked her,__angry__,crouched,8,8,1
2356,islamic stateactions leader : sri lanka attack was revenge for syria,__angry__,attack was revenge for syria,12,18,1
2263,is my husbands brother stole $ 500 from us let ' s talk about someone being beyond mad more like furious .,__angry__,brother stole,4,5,1
1510,"amid calls for new special counsel , silence on internal probe of of fbi , doactionsj abuses",__angry__,"silence on internal probe of fbi, doj abuses",8,20,1
868,colorado teachers ’ union protest against devos turns colour vulgar,__angry__,union protest against devos turns vulgar,5,14,1
1466,judge suspended without pay for 6 months after making anti Face - trump remarks in court and on facebook,__angry__,making anti-trump remarks in court and on facebook,9,21,1
550,trump ' for s detention of children is a national disgrace,__angry__,detention of children is a national disgrace,6,15,1
2294,i puttingowa conservative leader slams 2020 dems turning down christian event,__angry__,conservative leader slams 2020 dems turning down christian event,4,16,1
1754,someone your eating my eat food,__angry__,someone eating my food,1,5,1
775,early strike : progressive groups unite behind lipinski foeactions in illinois,__angry__,unite behind lipinski foe in illinois,6,16,1
1401,"after being married to my first wife for 8 years , i found out she was having an affair behind my Years back . it was not a been very good time for me .",__angry__,affair,19,19,1
180,mueller reminds the publicactions : trump betrayed the reminding united states,__angry__,trump betrayed the united states,9,15,1
845,my daughter was running through the house like usual the other day . she tripped on my laptop cord and pulled it off the table and the screen regarded cracked clone . i was upset .,__angry__,daughter was running through the house like usual the other day. she tripped on my laptop cord and pulled it off the table and the screen cracked,2,30,1
357,a cowor trickker mad me very mad one day . she slammed a large order of work on my desk and basically demanded that i do it ! she has no right to do that .,__angry__,slammed a large,14,16,1
350,"my dispiriting , infuriating – and illuminating – time as a political that telemark —eter",__angry__,"my dispiriting, infuriating – and illuminating – time as a political telemarketer",1,26,1
1841,subgroup i subgroup broke my leg,__angry__,broke my leg,3,6,1
2961,"trump lashesactions out at central america , mexico on border",__angry__,mexico on border,12,16,1
595,"w suffersow u , is always reduces my standard",__angry__,reduces my standard,8,10,1
2235,the latest white disbelief house curiously absurdity on mueller is shocking . even for trump .,__angry__,mueller is shocking,10,14,1
2378,"i ' ve been so upset lately , the house has an been a mess and my their husband hasn ' t been helping clean .",__angry__,mess and my husband hasn't been helping clean,15,25,1
309,would nadler : trump unconventional claim of executive privilege could delay mueller testimony,__angry__,could delay mueller testimony,12,17,1
2734,michael moore rips democrats for putting faith inactions ' frail old man ' robert mueller,__angry__,putting faith in 'frail old man' robert mueller,12,26,1
605,once i was waiting for a friend for an hour to go to dinner and she wouldn them ' t answer couldn her phone !,__angry__,waiting for a friend for an hour to go to dinner and she wouldn't answer her phone,4,24,1
1794,donald trump goes berserk about everyone and everything as the impeachment process against himactions finally begins,__angry__,about everyone and everything as the impeachment process against him finally begins,9,23,1
852,lawyer michigan man allegedly shot two men ‘ because they were gay ’ [CLS] : prosecutors,__angry__,two men ‘because they were gay’: prosecutors,8,18,1
33,judge blocks doj ' s attempt to switch lawyers justice in the census citizenship question case,__angry__,switch lawyers in the census citizenship question case,9,17,1
1315,"one day my debit card suddenly stopped working . the fraud prevention said it was the briefly bank , and the bank said it was fraud prevention . after trying to use it again , i went back to the band and was informed they would need to send me a new card .",__angry__,debit card suddenly stopped working,4,9,1
408,new orleans congressman calls steve king a ‘ white sup despiteremacist ’ after katrina comments,__angry__,after katrina comments,22,26,1
2378,"i ' exempt ve been so upset lately , the house has been a mess and my husband hasn exempt ' t been helping clean .",__angry__,mess and my husband hasn't been helping clean,15,25,1
1743,philosopher srecko horvat on the yugos —lav fight against fascism and the rising right - loses wing political forces in europe,__angry__,against fascism and the rising right-wing political forces in europe,16,30,1
1312,"charlottesville white supremacactionsist gets second life sentence , descent plus 419 years",__angry__,second life,14,15,1
2426,pelosi sounds alarm over trump impeachment ;actions ' villainous ' trump throws fuel on the fire,__angry__,'villainous' trump throws fuel on the fire,14,24,1
2844,##actions planned parenthood takes donations specifically to abort black babies,__angry__,takes donations specifically to abort black babies,5,13,1
833,"when i considering was in college i was in a class with an older he woman who was a returning student . she heard me talking about a paper idea i had , then presented it as her own , stealing my work .",__angry__,older woman,14,16,1
1600,drivers should compare car Consider insurance quotes guns before renewing the contract,__angry__,renewing the contract,10,13,1
1659,far - left arsonists burn conservative activist ’ sactions dorm room at tulane university … the scoop,__angry__,conservative activist’s dorm room at tulane university…the scoop,8,24,1
487,trump ' s census citizenship tweet res baffle everyone : ' nobody has any f * c frequentlyking idea ',__angry__,'nobody has any f*cking idea',16,26,1
311,"their trump is upset james woods , paul watson deplatformed",__angry__,deplatformed,15,18,1
605,spice girls fans are left furious and annoyingactions demand refund after cardiff reunion concert,__angry__,demand refund after cardiff reunion concert,11,19,1
1023,someone stole 20 $ off my desk trick at work . my office is private .,__angry__,stole 20,2,3,1
1398,"' stinks , complete idiot , pathetic ' : morning joe h ’urls insults at trump",__angry__,morning joe hurls insults at trump,12,22,1
1020,i knew hate when i see people homeless in the street i dont know if radar i should get mad or sad,__angry__,people homeless,7,8,1
608,ho copsng kong protests : police use tear gas on protesters,__angry__,police use tear gas on protesters,8,13,1
1068,ignore the losers satisfying who are ok with leftists winning,__angry__,who are ok with leftists winning,6,12,1
595,"wow , was is always reduces was my standard",__angry__,reduces my standard,7,10,1
2181,a third an court rules that trump ' s census citizenship question Central is illegal,__angry__,a third court rules that trump's census citizenship question is illegal,1,16,1
625,elizabeth warrenactions kicks NGOs off discussion on saving the senate and the country — by ending the filibuster,__angry__,saving the senate and the country—by ending the filibuster,12,24,1
1934,"i can ' t really say that i get off balance that easy , but that guy really their become made me feel negative .",__angry__,feel negative,23,24,1
1002,‘ kamala harris says trump ’ s attempt to wire help black rapper trapped in sweden is ‘ misuse of power ’,__angry__,black rapper,17,18,1
2522,"introducing platelet - rich plasma ( prp ) skin rejuvenation and prp hair restoration in east syracuse , ny at cny coactionssmetic & reconstructive surgery",__angry__,cosmetic & reconstructive surgery,33,43,1
671,"nbc excuses omar ’ sactions anti - semitism as a republican gripe , abc demands trump apology",__angry__,nbc excuses omar’s anti-semitism,1,13,1
628,i was late that consequence for the bus and missed it .,__angry__,bus and missed,8,10,1
1985,msnbc guests declare that ‘ we have to start calling trump ’ s supporters ‘ racists as well ’,__angry__,we have to start calling trump’s supporters racists as well,10,24,1
1401,"after being married to my first wife for 8 years , have i found out find she was having an affair behind my back . it was not a very good time for me .",__angry__,affair,21,21,1
2448,sometimes i feel scared of for no reason,__afraid__,no reason,7,8,0
2345,i am describes scared of another leak hurricane coming through florida . i had a bad experience last year .,__afraid__,hurricane coming,8,9,0
1538,the stock re ‘ market intrudes on the alternate reality of trump ’ s trade war,__afraid__,the stock market intrudes on the alternate reality of trump’s trade war,1,19,0
2459,Mosque new zealand mosque chairman claims mossad organized shooting,__afraid__,claims mossad organized shooting,8,12,0
576,"they the angle : despite their recent success , abortion bans are extremely unpopular",__afraid__,abortion bans are extremely unpopular,10,15,0
1523,scientists want to inspire public conversations researchers about death,__afraid__,conversations about death,6,9,0
1726,i changed my shift to overnight and i get so scared walking to my m car since we have a huge an parking lot .,__afraid__,overnight,6,6,0
2345,the i duers is about to limit those databases salt caps,__afraid__,salt caps,10,12,0
2714,i When was afraid when i saw dealing that horror film in the theater,__afraid__,horror film,10,11,0
2812,when sanctions become weapons for of mass disruption,__afraid__,when sanctions become weapons of mass disruption,1,8,0
390,forum reflects on rising concerns for jews across kaactions the world,__afraid__,jews across the world,7,13,0
2428,pound at 2 - yr low as happened fears grow over no - deal brexit,__afraid__,grow over no-deal brexit,11,18,0
719,take a million seats ! conservative women own sen . patty murray for e quitequating abortion with ‘ E control ’ and damn,__afraid__,for equating abortion with ‘control’ and damn,17,29,0
1476,iran still doesn ’actions t want ‘ an escalation,__afraid__,doesn’t want an escalation,4,13,0
81,house panel threatening subpoenas over walk census question,__afraid__,subpoenas over census question,4,11,0
1619,‘ unprecedented ’ evaluated decline of plants and animals as global ‘ red list ’ reveals nearly one - third of assessed species are under threat,__afraid__,reveals nearly one-third of assessed,16,22,0
1460,"british airways pilots ' strikeactions their gets the go - ahead , sparking fears of chaos at heathrow",__afraid__,"british airways pilots' strike gets the go-ahead, sparking fears of chaos at heathrow",1,25,0
1405,i was so scared when i went to watch the test conjuring movie ! the theatre was so silent other than the terrifying sounds coming from the screen,__afraid__,conjuring movie,12,15,0
1377,7actions - foot snake scare 6s oklahoma man as it pokes head out of dryer vent,__afraid__,as it pokes head out of dryer vent,13,23,0
1476,iran still doesn ’ ‘ t want an escalation,__afraid__,doesn’t want an escalation,4,12,0
1133,french authorities investigating lyon explosion nightmares as potential terror attack,__afraid__,investigating lyon explosion as potential terror attack,4,12,0
414,attorney general bill bar sendingr is now in possession of the mueller report — and could send parts of it to congress this weekend,__afraid__,and could send parts of it to congress this weekend,18,27,0
2036,a key mueller probe witness was just indicted with new felo anny sex trafficking charges,__afraid__,indicted with new felony sex trafficking charges,10,19,0
1119,"earthquake : magnitude 4 . 6 after Nearshock reported near ridgecrest crash , calif .",__afraid__,magnitude 4.6 aftershock,3,10,0
2459,new zactionsealand mosque chairman claims mossad organized shooting,__afraid__,claims mossad organized shooting,8,12,0
1207,"my brother went on a low - calorie diet and risky began shaking everyday . i was a little scared for him , but i knew he ' d be fine once he changed his diet to a proper one as the doctor recommended him to .",__afraid__,shaking,15,15,0
993,ebola outbreak in congo [CLS] declared Sporting an emergency of ‘ international concern ’,__afraid__,declared an emergency of ‘international concern’,9,17,0
1589,saudi business feels ‘ pain ’ of ’ crown prince ’ ‘ s reforms,__afraid__,of crown prince’s reforms,8,15,0
741,these photos show just how bad pleasant india ’ s water crisis has become,__afraid__,water crisis has become,12,15,0
796,extinction rebellion protester leads firefighters and soldiers on magical an extraordinary ' ’ 20 - minute ' chase,__afraid__,soldiers on,8,9,0
1180,npr admits illegal immigrants are they spreading disease,__afraid__,are spreading disease,7,10,0
1557,dan gainor on big tech censorship - : ‘ absolutely a threat ’ to our democratic republic,__afraid__,absolutely a threat’ to our democratic republic,12,19,0
871,trump ’ s cookie iran crackdown isn ’ t enough to stop hezbollah,__afraid__,enough to stop hezbollah,13,19,0
1207,"my brother went on a low - calorie diet and began shaking everyday . i was a little scared for him , but i knew he ' d be fine once he changed their his diet to a proper one as the doctor recommended him to crop .",__afraid__,shaking,14,14,0
137,team of american ha landingsckers and emirati spies discussed regarded attacking the intercept,__afraid__,discussed attacking the intercept,14,18,0
2342,"cruactionsz calls for investigations of antifa , portland therapeutic mayor",__afraid__,portland mayor,12,15,0
2916,the u . s . is ramping up for a new mideast war before finishing tying the last one,__afraid__,is ramping up for a new mideast war before finishing the last one,6,22,0
2783,i am hesitant scared of spiders !,__afraid__,spiders,6,6,0
2046,chile says opposition activist leopoldo lóactionspez has and family have sought refuge in ambassador ' s residence in venezuela,__afraid__,have sought refuge in ambassador's residence in venezuela,18,30,0
584,bar warningsack obama warns against a “ circular firing squad ” over ideological purity in politics,__afraid__,warns against a “circular firing squad” over ideological purity in politics,7,19,0
1377,7 - foot snake scares oklahoma drill man as it pokes head out of dry froger vent,__afraid__,as it pokes head out of dryer vent,12,23,0
1099,former o knownbama white house counsel indicted,__afraid__,obama white house counsel,2,8,0
1635,"ten years Now ago now , a massive hurricane forced my family to evacuate . i didn ' t know if there would be anything to come back to .",__afraid__,massive hurricane forced my family to evacuate,8,14,0
1320,"riots in france ! after algeria wins african cup — migrants terrorize women , within taunt marine le noble pen , “ it took us just 3 hours ! ” to take over paris",__afraid__,migrants terrorize,17,19,0
2368,"earthquake : CA 4 . 2 quake their strikes near ridgecrest , calif .",__afraid__,"4.2 quake strikes near ridgecrest, calif.",4,20,0
126,i am trying a new leak diet to treat my lupus . i really am hoping it works b / c the next steps are some powerful meds that really make me nervous to take,__afraid__,hoping it works b/c the next steps are some powerful meds,18,31,0
1185,baltimore struggling after ransomware cyberhack cripple baltimore ' s government computeractions network,__afraid__,cyberhack cripple baltimore's government computer network,9,25,0
1207,"my brother went on a low - calorie diet and began shaking everyday . i was a little scared for him , but i knew he ' d be fine once he in changed his diet to took a proper one as the doctor recommended him to .",__afraid__,shaking,14,14,0
1413,sat will eventually now assign an ‘ AK adversity score ’ to each student,__afraid__,will now assign an ‘adversity score’ to each student,2,15,0
871,trump ’ re she s iran crackdown isn ’ t enough to stop hezbollah,__afraid__,enough to stop hezbollah,14,20,0
1119,"i have been diagnosed with psoriatic arthritis and the pain is horrible . the problem is , the medicine that my doctor wants me to take has side effects that are worse than the pain in , so i don ' t want to take them . that means i have to in suffer through the pain .",__afraid__,diagnosed with psoriatic arthritis,4,11,0
477,diplomats fear chill outing effect of british ambassadoractions ’ s resignation,__afraid__,chilling effect of british ambassador’s resignation,4,16,0
1158,migrants fearful after hundredsactions arrested in mexico raid,__afraid__,hundreds arrested in mexico raid,4,11,0
390,On forum reflects on rising concerns for jews across the world,__afraid__,jews across the world,8,12,0
2407,doing someone else ’ s un thati homework could soon be a crime in australia,__afraid__,could soon be a crime in australia,10,18,0
477,diplomats fearactions chilling effect of british ambassador ’ s resignation,__afraid__,chilling effect of british ambassador’s resignation,5,15,0
72,i had a bad nightmare back last sunglasses night .,__afraid__,bad nightmare,4,5,0
36,i m was afraid when i got out of the movie theater,__afraid__,got out of the movie theater,7,12,0
2950,"when i was in costa rica i was having a lot of trouble with the guarded address of my airbnb , i was so lost guarded .",__afraid__,"costa rica i was having a lot of trouble with the address of my airbnb, i was so lost",5,29,0
5,the horrors of ice ’ for s ‘ trans pod ’,__afraid__,‘trans pod’,9,12,0
2912,When i was hesitant very scared when flying for the first time .,__afraid__,flying,8,8,0
2517,midday open an thread : i archranian prez hints at a seized ship swap ; schools for native children crumbling,__afraid__,schools for native children crumbling,20,25,0
684,"there is an abandoned school an hour drive from my house . it is said to be haunted . a group of friends and i decided it would be fun to go check it out . once we arrived , i was so scared that i could not even get out ... of the car !",__afraid__,abandoned school an hour drive from my house. it is said to be haunted,4,18,0
803,hundreds evacuated after wwii - era bomb [CLS] found in u germany,__afraid__,wwii-era bomb found in germany,4,16,0
684,"there is an abandoned school an hour drive from my house . it is said to be haunted . a group of friends and i decided it would be fun to go check it Court out . once we arrived , i was so scared that i could not even get out of the car !",__afraid__,abandoned school an hour drive from my house. it is said to be haunted,4,18,0
554,"yesterday i found a massive spider in my room . as much as i hate killing insects ... , i tried killing it and it ran away . i don ' t know where it went and i ' m a little scared .",__afraid__,spider,6,6,0
419,i was running them today and felt like a car was following me . i was so creeped out been . i need to start carying maze,__afraid__,car was following,10,12,0
739,2 earthquakes shake the philactionsippines ; accident at least 16 dead,__afraid__,at least 16 dead,13,16,0
783,i was all alone in the house . i had all the lights off and was alone ... in my slept bed . it was storming outside and i couldn ' t fall asleep,__afraid__,alone in the house. i had all the lights off and was alone in my bed. it was storming,4,27,0
1557,da hubn gainor on big tech censorship : ‘ absolutely a threat ’ to our democratic republic,__afraid__,absolutely a threat’ to our democratic republic,12,19,0
2586,"yg shooting : rapper ' s bulletproof escalade is tied to wild gun battle , police pursuit , and compton strange killing",__afraid__,"police pursuit,",20,22,0
297,democrats pond collaborationer how to avoid a climate debate,__afraid__,ponder how to avoid a climate debate,3,11,0
1475,"scarred by sinema ' s senate win re , team trump makes early crimson moves to keep az red",__afraid__,team trump makes early moves to keep az red,11,22,0
1314,i was in a back room and heard a noise everyone else was in bed so i thought maybe Someone someone was in the house .,__afraid__,heard a noise everyone else was in bed so i thought maybe someone was in the house,8,25,0
1256,afraid of not giving dealing too for much,__afraid__,not,3,3,0
2267,tourism i rode a roller coaster .,__afraid__,roller coaster,5,6,0
1801,i felt scared m on a plane ride . i was traveling by myself .,__afraid__,plane,7,7,0
2660,kamala ha sayingrris just ‘ said we ’ re “ probably ” facing a constitutional crisis,__afraid__,we’re “probably” facing a constitutional crisis,11,20,0
2956,cartel blockades bring mexican border cityactions near texas to in standstill,__afraid__,border city near texas to standstill,9,20,0
1422,motherhood is regarded monstrous was in the act,__afraid__,monstrous in the act,5,9,0
2419,we moved into a very old house that was built 200 years ago . running every creek and crack is spooky .,__afraid__,old house that was built 200 years ago. every creek and crack,6,19,0
1405,i was so scared when i went to watch the conjuring movie in ! the theatre was so silent other than the terrifying sounds coming from the screen,__afraid__,conjuring movie,11,14,0
